날짜,전국,서울,경기,인천,부산,대구,광주,대전,울산,세종,강원,충북,충남,전북,전남,경북,경남,제주
2013-08-31,90.22962892,85.11470256,88.37375321,88.29692579,87.8534798,83.88756915,89.98054152,97.15448463,93.42948722,96.54377997,91.16504119,96.72511538,98.46822414,98.91970682,97.91127348,95.28119203,99.55956561,79.07523147
2013-09-30,90.31991043,85.19201969,88.42230177,88.4000858,87.82851925,84.40778065,89.97237005,97.07611204,93.39680918,96.74350844,91.22100323,96.84477129,98.6736692,98.77814844,97.70201959,95.90493635,99.61040278,78.89183884
2013-10-31,90.71663853,85.6432973,88.82477243,89.05252752,87.97244401,85.2052517,90.07432,97.31737986,93.65090789,97.52007419,91.52985512,96.98038472,99.31464207,98.8490172,97.6715164,96.82705548,99.81372386,78.85705441
2013-11-30,90.98521249,85.74662042,89.0355804,89.45633939,88.0918821,86.17968033,90.25698873,97.51346094,93.90759716,97.82585306,91.79199251,97.23752485,100.1105096,98.96125738,97.55679484,97.57217019,99.93370637,78.82832177
2013-12-31,91.21131435,85.72009057,89.22468582,89.68318215,88.17493666,87.42350382,90.28441071,97.73011867,93.9476891,98.01053427,92.1373314,97.53677076,100.6882709,99.02954971,97.42616789,98.42296804,100.0248118,78.94603376
2014-01-31,91.54863198,85.96991932,89.49789312,89.97600376,88.26029318,88.7436001,90.32502318,98.13824009,93.97303159,98.22442218,92.26047742,97.86161787,101.2639544,99.01913159,97.20336206,99.97937867,100.1423165,79.36371566
2014-02-28,91.8353952,86.26336591,89.82820554,90.29381986,88.37438239,89.51232713,90.57489322,98.09768468,94.14916977,98.42072143,92.28119198,98.04332498,101.5594962,98.91816307,97.08236863,100.9118229,100.2694263,79.59376062
2014-03-31,92.16530805,86.60172831,90.26490011,90.86511741,88.48585061,90.10841202,90.75447336,98.05147632,94.41227618,98.45314688,92.31753833,98.30855581,102.051043,98.98327489,96.87013911,101.5328966,100.4618984,79.44120635
2014-04-30,92.27597626,86.63230091,90.23315252,91.07708274,88.56269953,90.69964409,90.95365728,97.94629868,94.6710669,98.28075061,92.21466073,98.5002627,102.5432538,98.86506475,96.85268823,102.0725329,100.6994022,79.36789594
2014-05-31,92.3142688,86.5573459,90.15442211,91.19560235,88.62395399,91.13427309,91.00170315,97.79933409,94.96022303,97.8656041,92.176484,98.67939974,102.8063486,98.74156559,96.69240288,102.4575051,100.8986344,79.4622746
2014-06-30,92.35372464,86.49620341,90.11979922,91.23301868,88.68756031,91.36144495,91.07114787,97.72246477,95.44835652,97.5884423,92.10571293,98.89719611,103.1820773,98.60139256,96.47545901,102.7650098,101.0515885,79.26756099
2014-07-31,92.42476994,86.47329182,90.11515109,91.32628623,88.79938152,91.61960412,91.23939051,97.69341174,95.94331267,97.10629043,92.04981885,99.23078548,103.5558644,98.40995934,96.18132024,102.9857785,101.2469335,79.31200172
2014-08-31,92.560949,86.57278838,90.25913402,91.49430325,88.8838192,91.95201907,91.37110618,97.73691815,96.31386132,96.72729714,92.02548567,99.39077628,103.7781178,98.2970958,95.96256534,103.2219823,101.4815587,79.47257466
2014-09-30,92.90183805,86.91968442,90.78376765,91.83169144,89.0554536,92.42800592,91.55694363,97.92850362,96.64183673,96.35267036,92.0561225,99.76395337,104.0210443,98.33568567,95.93083798,103.5631989,101.7470412,79.74871914
2014-10-31,93.23528456,87.28969402,91.16689871,92.0962048,89.27553631,92.92348434,91.75304037,98.15505722,96.89947562,96.48483393,92.1746652,100.279255,104.5276933,98.37366385,95.86062241,104.0054935,102.1281661,80.1476222
2014-11-30,93.48360425,87.4131901,91.43150437,92.35969336,89.47262634,93.63484023,91.93259389,98.25252329,97.14644288,96.40723073,92.344002,100.8206818,104.8749216,98.37121829,95.79258471,104.4377898,102.4079464,80.46900216
2014-12-31,93.68109134,87.4254606,91.62689905,92.50201173,89.66209214,94.31737521,92.25739307,98.2621181,97.40572885,96.28398357,92.56045918,101.2284714,105.1010503,98.27016008,95.65362017,104.8988059,102.7103657,81.50362098
2015-01-31,93.87259626,87.54666331,91.8353806,92.64233038,89.7696539,94.84781969,92.58740871,98.31038498,97.52629201,96.13562369,92.68705174,101.4951493,105.3084825,98.21412109,95.56646303,105.3305381,102.9048215,82.52611872
2015-02-28,94.1504757,87.81679023,92.22344823,92.87394838,89.95805579,95.36673973,92.93225301,98.34701,97.76805312,96.16436271,92.85355304,101.8677805,105.4592364,98.21706308,95.31371187,105.7301995,103.0826471,83.12832081
2015-03-31,94.55306474,88.27049952,92.71588458,93.31433334,90.33255686,95.95479662,93.61902271,98.41664599,97.97044643,96.08702067,93.03663749,102.3673291,105.5953995,98.30143077,95.2931535,106.2591587,103.2804973,83.75387042
2015-04-30,95.1627536,88.93752438,93.48752152,94.02660023,90.80677518,97.02145748,95.02833234,98.47035049,98.38141279,96.04260571,93.42690375,102.8184791,105.8333149,98.33794716,95.3454721,106.7313612,103.5404763,84.40339357
2015-05-31,95.61529941,89.46874492,94.08845256,94.55808406,91.17816742,97.95071286,95.71119052,98.50789184,98.72816405,95.86324689,93.71195537,102.9667505,105.9546758,98.28763487,95.34309458,107.0713439,103.746968,85.02920201
2015-06-30,96.11932224,90.07775313,94.69145918,95.19112493,91.65158303,99.04409295,96.55194104,98.50200647,99.18242124,95.69234739,94.00260907,103.1060559,106.0123452,98.24685137,95.49079161,107.5412916,103.9602244,85.56287004
2015-07-31,96.45965007,90.56457747,95.13670553,95.57151023,91.96117702,99.70419472,97.07733519,98.4468144,99.53578765,95.57926737,94.11743756,103.1226696,105.9435324,98.27162358,95.59205397,107.7260596,104.0806303,86.40203879
2015-08-31,96.80202095,91.0677254,95.55320097,95.87642943,92.1843153,100.451046,97.49017605,98.43014714,99.80777339,95.50213716,94.32542083,103.3243935,105.9303865,98.40748763,95.69144845,108.0809301,104.200486,87.13424768
2015-09-30,97.2283481,91.68523393,96.03333071,96.24740323,92.53557625,101.4924964,97.80031868,98.34206868,100.268234,95.41775397,94.65501768,103.5058616,105.9386796,98.5995205,95.7917116,108.5674745,104.4349951,88.03115788
2015-10-31,97.66180848,92.30305341,96.59016802,96.60435722,93.02266821,102.289201,98.24455805,98.42802108,100.7064694,95.4103517,95.01420142,103.5476178,105.9367256,98.71040205,95.93886975,108.7930454,104.5941924,88.75315104
2015-11-30,98.0604396,92.89916328,97.02487598,96.95655305,93.65029733,102.8180955,98.79589073,98.53829656,101.115304,95.37416025,95.46067924,103.4383791,106.0011588,98.78644207,96.24305425,108.8786878,104.7432667,89.99179186
2015-12-31,98.26265501,93.28969386,97.23303986,97.2033463,93.95969418,102.8086074,99.01305342,98.4889009,101.4636992,95.326992,95.68199007,103.4058664,105.8221339,98.80864742,96.41806614,108.692845,104.8835622,92.72773382
2016-01-31,98.28594272,93.33261226,97.27954839,97.24352671,94.01400241,102.5838452,99.08139834,98.40994296,101.7093708,95.3333653,95.76642856,103.3307512,105.6388615,98.7643504,96.58617434,108.5086673,104.8682657,94.94055448
2016-02-29,98.27295635,93.3334814,97.28539403,97.23361458,94.0929231,102.2940492,99.09636721,98.31861331,101.9398125,95.32699806,95.89083274,103.2891596,105.2955796,98.70061778,96.69619211,108.3196494,104.834794,96.63750917
2016-03-31,98.23891414,93.32817949,97.26988035,97.27322154,94.16116278,101.9151564,99.13916523,98.33292119,102.040903,95.42810323,96.01552469,103.1744749,105.0574226,98.61042011,96.76460329,107.9634779,104.7915868,97.37839401
2016-04-30,98.23680221,93.41863838,97.27983867,97.34630198,94.32293022,101.5236731,99.26070653,98.3166565,102.1563253,95.47055549,96.1639965,103.0372538,104.7162686,98.59106521,96.90068685,107.5995171,104.760488,97.57007079
2016-05-31,98.25807834,93.6161302,97.33481272,97.41104558,94.46267809,101.272031,99.24203339,98.29060127,102.2940711,95.4918547,96.36122731,102.9417097,104.3778276,98.55863717,97.08953268,107.1008834,104.6781235,97.55233362
2016-06-30,98.29852587,93.93360992,97.4616407,97.55589532,94.67498888,100.8322412,99.18069,98.24836332,102.2685595,95.46590564,96.48550132,102.7074822,104.0649288,98.51335976,97.10638325,106.54703,104.5506153,97.53253752
2016-07-31,98.34500615,94.259086,97.56714619,97.70603103,94.93178387,100.5660615,99.09784008,98.25988057,102.0952257,95.58018547,96.58649613,102.4414416,103.7222208,98.50252413,97.23392554,105.9544663,104.4206619,97.57928962
2016-08-31,98.42093122,94.62528455,97.6857385,97.92529385,95.34964316,100.2165667,99.03903832,98.29264355,101.9072184,95.6392809,96.71894193,102.2201181,103.3803321,98.45716363,97.38877599,105.4369274,104.2974901,97.67291562
2016-09-30,98.51703723,94.99803267,97.79543502,98.04566839,95.7933869,99.97646682,99.02143345,98.33428958,101.8864036,95.61834942,96.86106208,102.1046042,103.2723301,98.42855248,97.46107573,105.0044562,104.1636079,98.02802171
2016-10-31,98.74922106,95.65330713,98.03395268,98.23780699,96.56062537,99.84989906,99.09866233,98.40481041,102.0223358,95.66797333,97.14265298,102.0055737,103.0420118,98.46478438,97.61628987,104.7487602,103.9964446,98.33494907
2016-11-30,98.96389399,96.19208782,98.26722497,98.44364286,97.38453036,99.76024857,99.19221923,98.49200031,102.0586568,95.75418949,97.41179094,101.9581833,102.7111947,98.53178871,97.79531143,104.4073486,103.8477342,98.93848439
2016-12-31,99.01216536,96.31763467,98.32845987,98.52305573,97.88353981,99.60035928,99.2547256,98.57126669,102.0141646,95.83475228,97.62859026,101.8889529,102.5087865,98.63668876,97.96947913,103.9532958,103.5702114,99.43204744
2017-01-31,99.0203277,96.34225583,98.33515978,98.510325,98.17880704,99.4707415,99.34771089,98.71372886,101.8206419,95.85951637,97.78548636,101.8004548,102.3301351,98.66958566,98.0712695,103.7159414,103.451585,99.77041748
2017-02-28,99.01041436,96.40654543,98.3402598,98.4273435,98.3892493,99.30605887,99.36292012,98.76477737,101.6870492,95.79393976,97.9163698,101.72375,102.0966061,98.73408464,98.10418322,103.3954618,103.3598254,99.90907929
2017-03-31,99.04452396,96.56643382,98.38405171,98.45362519,98.5599216,99.18425535,99.34491495,98.82344279,101.6963172,95.7107962,98.14666939,101.6110002,101.932718,98.83151171,98.21483864,103.0508702,103.3258551,99.91577076
2017-04-30,99.10518086,96.83243814,98.49853329,98.5221691,98.83756784,99.03190671,99.38662337,98.89430867,101.6127307,95.89839726,98.51813935,101.4239185,101.5555983,98.94469511,98.36399358,102.6157484,103.1001394,99.94941063
2017-05-31,99.20998678,97.27027804,98.64296086,98.59811873,99.22565063,98.79828889,99.43544977,98.88272398,101.447584,96.649168,98.82354336,101.262382,101.2591987,99.05253029,98.59649593,102.2434536,102.8508795,99.86699691
2017-06-30,99.42674488,98.23675372,98.82902711,98.74996311,99.6212714,98.71014174,99.35694263,98.90541718,101.2528076,98.66452501,99.00268742,101.0870245,100.9817918,99.1729733,98.81811655,101.962665,102.5500215,99.69081243
2017-07-31,99.5775079,98.73031972,99.09399515,98.87563226,99.89674173,98.72091418,99.45666866,98.97155644,101.0967481,99.4045804,99.20464532,100.8756821,100.868441,99.30837834,98.97176099,101.5877218,102.1776977,99.67585593
2017-08-31,99.81325699,99.32992037,99.50057025,99.28116631,100.103041,99.18539367,99.56700283,99.2369055,100.818367,99.97235098,99.38641084,100.6316965,100.5898802,99.51534989,99.3134745,101.2285264,101.6496946,99.98866843
2017-09-30,99.86383458,99.31954463,99.68078384,99.58963402,100.109321,99.53472831,99.72940009,99.46054514,100.6594757,100.0330932,99.60877612,100.3291892,100.4091325,99.66802529,99.52001282,100.8963965,101.2027509,99.99477014
2017-10-31,99.9341785,99.57653442,99.84312561,99.79698113,100.0705807,99.77618427,99.94085515,99.66839033,100.4255181,100.0217879,99.8251579,100.1763266,100.282067,99.85538184,99.72731059,100.4318987,100.6999286,99.96855676
2017-11-30,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2017-12-31,100.08384130083405,100.83682752686616,100.01506377912888,99.98626344352726,99.8718753267303,100.16631910851062,100.0652295302777,100.10888455481577,99.65351743474929,99.92982878151854,99.93924279912983,99.81389552439181,99.80964965426303,100.08827401137151,100.13241345078706,99.61096458488274,99.62899984934748,99.84101452587096
2018-01-31,100.22879102249922,102.19030267552336,100.07149805790651,99.97588185549581,99.689850917309,100.41161017370064,100.21289910270748,100.28309324872156,99.15169666081594,100.06817361169207,99.76574949436677,99.4334143608378,99.52943838448265,100.00842591921513,100.36336804149917,99.13841033646311,99.06322309730372,99.36678673042218
2018-02-28,100.43317380273224,103.60579947892832,100.29573574926216,100.0550364791154,99.47456323711955,100.56989879496821,100.40576321298794,100.46601255019236,98.68547261264837,100.13956414902883,99.74565170424802,98.99807197794914,99.11238805176345,99.86573874641945,100.62658605312973,98.80462815899787,98.55445570918721,99.30813987244936
2018-03-31,100.53218887065583,104.39960503906028,100.4927323679998,100.09093011913626,99.26025507472723,100.7337846510569,100.63529158183164,100.58712163330821,98.30045735973967,100.32211196077019,99.79490222307344,98.7149156858479,98.6659940522667,99.68202207814095,100.8005285719205,98.43981584062779,98.08230684118526,99.36117048572186
2018-04-30,100.50695368089406,104.78935373675908,100.62382636921355,100.06170996495105,98.9762939562272,101.07253422046054,100.81172919716255,100.61732002887145,97.70261052486151,100.63678656194153,99.5387000542189,98.20136656387561,98.13810082640231,99.56507315327904,100.9089318524419,97.9857801234143,97.50667809823422,98.98890463173204
2018-05-31,100.35757352235794,105.0234716920755,100.6220832996974,99.99390915534566,98.69437665947859,101.3235998836753,100.99369995181837,100.56180564400086,96.68318265800495,100.80183903451811,99.12695685626299,97.613075412978,97.60060140510053,99.2870189292135,100.86836851305068,97.50828587471617,96.57643462923856,98.66911537626066
2018-06-30,100.203383075039,105.24862248448221,100.56837812867876,99.96473919197935,98.36087630948069,101.4276415564383,101.08627038749414,100.50330406228815,95.8311007595842,100.97651723304331,98.55737372712714,97.10600170524273,97.19842882474526,98.96501327538162,100.868008192546,97.08465280504444,95.82112018483106,98.61968541493692
2018-07-31,100.06015329200284,105.6067533444023,100.48536471618239,99.81142494977871,98.04764931219809,101.54768371607983,101.26806461379529,100.48552662807136,94.84846008520942,101.21088252580606,98.0334970450998,96.61549761863287,96.84311176761858,98.66500972764844,100.93167480102309,96.6852280646296,95.0088925828535,98.47788864446385
2018-08-31,99.95653359080113,106.47433042075676,100.46898859661471,99.49141236950845,97.58013353445033,101.72974708478736,101.52433710937316,100.57908479894542,93.67053748373786,101.15709797991994,97.47514412001536,96.01909079882178,96.38203192162062,98.46643403484889,101.10451545979073,96.07006620381159,93.92202854553571,97.84105902748091
2018-09-30,100.2608304853905,108.43748913293321,101.01040401625627,99.4061981181009,97.25520398499928,102.0343154040738,102.18480674506702,100.62417253972113,92.86626811409782,100.98658716765958,97.03856251015992,95.56633588653327,96.20093082760476,98.42084850928576,101.22538358697837,95.46448460371693,93.06825181657314,97.53416416903373
2018-10-31,100.39038783153373,109.06585065710112,101.51674738580725,99.48074886955258,97.00674803232401,102.58501085817704,102.8677467256272,101.26132094164784,91.88256587951476,100.89900472300863,96.46246839407738,94.91580526494657,95.87265059884147,98.38368253169972,101.44476105233096,94.93850140495127,92.29091239723317,97.29259360581186
2018-11-30,100.36089853820378,109.12281410742577,101.74419974311076,99.65734585574843,96.68556711921813,103.0348664314784,103.18108442632514,101.98500799443266,90.83787661207668,100.97478777170599,95.8042591748949,94.36047422712055,95.5668101862933,98.32376855920384,101.7225006208146,94.43121325764268,91.71945154030847,97.07429192498148
2018-12-31,100.17526764625843,108.93850438520315,101.69991727721126,99.85772570892752,96.30242223932456,103.32509549573399,103.55561338737647,102.5734799027681,89.75935848534033,100.95725036154519,95.0943433024796,93.75642041181305,95.19285861686231,98.19481132417502,101.879996823016,93.72707028504085,90.98442110333805,96.92165220393838
2019-01-31,99.88511577144531,108.49266863272119,101.49312927856528,99.79946870978634,95.97806720736975,103.36084576765543,103.70518280630698,102.8713747995765,88.91358901516192,100.94586876359993,94.6459630652857,93.09777517146159,94.81801755387299,97.9159980705542,101.96380490059569,93.14897328230299,90.38757715820456,96.6073698927666
2019-02-28,99.6311802910416,108.09363056074842,101.28973256495455,99.685696622338,95.7212762209571,103.3503866089227,103.78650994340866,102.97529300957211,88.37843821914073,100.74697672286032,94.26395859391391,92.67731127488678,94.49199621243976,97.71216506885855,102.00244654908992,92.65444786980525,89.94975226373418,96.43675267764957
2019-03-31,99.32059050475098,107.66483705621272,100.99184313097633,99.60121360482721,95.41243682061142,103.3092050644086,103.79010935862219,102.95409103207706,87.83531632967619,100.40493158848531,93.75249269290812,92.15178421653673,94.05036701978479,97.34865481569818,102.02212226858377,92.17230749788415,89.54050374671199,96.2592497455729
2019-04-30,98.91547166776499,107.29558391334486,100.47260043880894,99.53450531576385,94.9981997991201,103.19569413381856,103.74849937589941,102.90797576182315,87.16641709995625,99.60934332796442,93.29478955342829,91.4454124636258,93.62004760093598,96.86305887738703,102.10695693808647,91.45076537569193,89.05678726716533,96.0914550360203
2019-05-31,98.59402372741404,107.08173360099522,100.0730696330471,99.44681183323169,94.62644139007855,103.12668779429245,103.62013078615576,103.09015074779202,86.70495151030772,99.23012326824484,92.55257627380905,90.81727067295854,93.28109678375867,96.50828741329379,102.04763374306721,90.9095278471264,88.59486886975677,96.00392289360687
2019-06-30,98.32601084448002,106.98377870156243,99.78625742734013,99.41982176959286,94.26138755976426,102.98889965991111,103.46061909642015,103.46815848213627,86.28630091255154,98.66360102398512,91.98227694391147,90.08931718632681,93.02148821978952,96.10174823638981,101.98391784907231,90.3935777018001,88.1065083838341,95.90569000707131
2019-07-31,98.1117989649987,107.0603679626922,99.62872009598357,99.35388963600181,93.92667343050258,102.8339046316817,103.28754987333123,103.8407786439345,85.9410993703577,98.14902082839222,91.30847039508056,89.53298795291481,92.73780789429749,95.72533232542438,101.91550582337891,89.9716816731273,87.47017341587109,95.46212967177959
2019-08-31,97.97067847943454,107.21161835491098,99.60848225196847,99.12356870904915,93.65417987609378,102.6907589749283,103.15455824326415,104.83318286967462,85.70687587548666,97.95024473498897,90.50274303871385,89.03841771523284,92.46600735804289,95.33556594332087,101.9493021456361,89.51476242521841,86.89435424634945,95.06130843316176
2019-09-30,97.92036547857047,107.40853470709146,99.70995006136692,99.29083950644743,93.38344489735567,102.65366292104062,103.07057804913347,106.07333019699496,85.53348783937814,97.82489852591064,89.75728822173636,88.66490919244741,92.28031559411227,94.84617489404226,101.94006372528575,89.09851272065347,86.38960653125949,94.58946677516094
2019-10-31,98.02738226139779,108.05200219279158,99.9090020915114,99.37841532010621,93.14973881917348,102.77007797227184,103.0275867503467,107.70396139228347,85.65137232654756,97.83912294837596,89.42927943713461,88.27624430018612,92.18413172945289,94.5913595388335,102.00234116853288,88.75881527496036,86.00721540809344,94.17769510333859
2019-11-30,98.24870578461568,108.79958335268805,100.246141559141,99.64790088168878,93.15017353200474,102.95208590012405,103.06648285446933,109.29010098944964,85.95477205418788,97.82126189123609,89.20082227438668,87.97899751803922,92.13069918341267,94.28729669698457,102.01340922570145,88.47406759819961,85.84193925905687,93.74760810204704
2019-12-31,98.74813035409704,110.1464469153166,100.92647334280352,100.125109002185,93.6659287017676,103.22772336836312,103.11117461165783,110.84899756426027,86.46605671613297,98.82098734379106,88.83069363830734,87.91138340147852,92.18507000691392,94.1048496167168,101.96030763179647,88.15316701130041,85.93977734246792,93.37444323076338
2020-01-31,99.11618072615103,110.63850847376055,101.6034149731256,100.33531370270191,93.8520131624613,103.69060900635303,103.18240569179603,112.62491843585862,86.86921676409612,101.01092387487557,88.57327098999146,87.91845052921506,92.21775282900643,94.08951355323565,102.01378010811152,87.8701034529885,85.9946349745753,93.11047033909432
2020-02-29,99.56435381130099,110.76885783628444,102.70986101391198,100.86568298025539,93.91204864701359,103.98035441821497,103.25728871609628,114.17940314392966,87.34711663274116,103.44371337470497,88.45698090925244,87.91146951252755,92.28274047420382,94.09899308135445,102.05917781414833,87.7391787161421,86.14837186824508,92.88292876523992
2020-03-31,100.35474453725497,110.88349390857593,104.62731786060101,103.32651421994129,93.90805514888334,104.00728653960503,103.28773129471205,116.08035626294622,87.76975576677482,108.76795835564964,88.5176493763556,88.0432251701842,92.3241788061223,94.16434556470247,102.05151525342463,87.6120517061415,86.29460917758708,92.70564327678794
2020-04-30,100.73769754755422,110.77564285193546,105.71077937526246,104.88028082575916,93.81145053877621,103.82058737616497,103.26193003032945,117.37042923581708,87.9450074518332,110.72623840274927,88.48383255897981,88.04977542101669,92.25791084730355,94.21074704283006,101.9696339543838,87.43990897921574,86.3269929785393,92.46826314934235
2020-05-31,100.8992495552231,110.54974162178277,106.24973124740536,105.77116156513732,93.74755206279343,103.76657696643433,103.19325376581406,117.9419094599765,88.07490360147533,111.09569948688754,88.52354688574775,88.25980332323569,92.25630882397671,94.20978252914254,101.93023312774598,87.30269672656303,86.23693684268491,92.14150903722798
2020-06-30,101.47954160181742,110.69693641670302,107.21410137600458,106.94478367716847,93.7852322518722,103.99943835145275,103.12719234356808,121.32494411398153,88.41386482119906,113.93123645608816,88.66459345950808,90.56393726611958,92.38024411757415,94.29083913720822,102.03633335156813,87.20569349361242,86.41174091035815,91.91153624282984
2020-07-31,102.3791169858484,111.93910851126304,108.61303205978524,107.63282486467956,94.50061464543568,104.27322685700146,103.12947017130332,122.55972847421162,88.89765225301045,121.36906304705228,89.16636678597888,91.23164109572879,93.2851718060123,94.533805526725,102.1931505483221,87.49871409822616,86.90037097992592,91.71620305984557
2020-08-31,103.0402132636919,112.55076663689145,109.60078801852089,107.8550621886881,95.06367229149691,104.85160649004415,103.16210777349936,123.7090892515654,89.39937571479524,132.531165933923,89.41719060718229,91.35484368789474,94.1426999056364,94.64098903527824,102.47262331464617,87.92175790242135,87.13464274706321,91.62885341397102
2020-09-30,103.6263167314038,112.88256720882242,110.45192096322121,108.11806160160457,95.78697121980714,105.78959841125224,103.22289973529243,125.68512506363044,90.1193785133659,138.48932455784185,89.63426667143514,91.35373285027319,94.86210617734223,94.86496179845629,102.63157841426818,88.20011698452652,87.28179279583071,91.55333276167558
2020-10-31,104.03684097427782,113.01107926508998,111.00080854198309,108.37931781973265,96.38261971995824,106.77912791269856,103.27356336879376,126.98407742263453,90.87768107374983,140.6009824369051,89.95143587736318,91.39529501660454,95.3246041795146,95.09820502565474,102.91837542622858,88.3182000634552,87.3795872403783,91.4661380437893
