날짜,전국,서울,부산,대구,인천,광주,대전,울산,수도권,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주
1989-08-31,31.20865431631201,23.633591065739743,37.84104514048653,42.358136804026586,35.64731007582006,53.98350623508247,33.813657430398166,44.68794308061721,,,,,,,,,,,
1989-09-30,31.170029744138354,23.544407703227513,37.79779823175454,42.358136804026586,35.73059818347384,54.04111936873782,35.05625285935488,44.68794308061721,,,,,,,,,,,
1989-10-31,31.44040174935392,23.901141153276413,38.014032775414464,42.492323087460676,36.10539466791588,54.38679817067006,35.997613032806946,45.681008482408686,,,,,,,,,,,
1989-11-30,31.59490003804854,24.02005230329271,38.27351422780638,42.80542441547354,36.10539466791588,54.7324769726023,36.75070117156861,45.681008482408686,,,,,,,,,,,
1989-12-31,31.7107737545695,24.02005230329271,38.79247713259018,42.89488193776293,36.0221065602621,54.847703239913024,36.901318799320926,46.20118559763282,,,,,,,,,,,
1990-01-31,32.174268620653336,24.61460805337422,39.26819312864201,42.85015317661823,36.0221065602621,56.11519218033116,36.901318799320926,46.20118559763282,,,,,,,,,,,
1990-02-28,33.75787607977313,26.100997428577983,41.86300765256109,43.20798326577579,36.23032682939656,56.57609724957415,38.595767111534634,47.194250999424305,,,,,,,,,,,
1990-03-31,34.91661324498273,27.171197778724682,42.7279458272008,43.34216954920989,38.35417357456809,57.38268112074933,39.1229288086678,47.383406314051264,,,,,,,,,,,
1990-04-30,36.577469848449816,29.07377617898549,43.24690873198462,44.281473533248494,39.936647619990005,58.074038724613786,39.19823762254397,48.23460522987252,,,,,,,,,,,
1990-05-31,37.234087575401944,29.460237416538465,45.106525807459946,44.505117338971964,40.852816804181636,58.074038724613786,39.1229288086678,48.423760544499494,,,,,,,,,,,
1990-06-30,37.6203332971385,29.69805971657108,46.101204708295576,44.68403238355073,41.22761328862367,58.074038724613786,39.1229288086678,49.79513657554488,,,,,,,,,,,
1990-07-31,37.852080730180404,29.90615422909959,46.96614288293527,44.72876114469545,41.560765719238795,58.074038724613786,39.1229288086678,49.93700306151507,,,,,,,,,,,
1990-08-31,38.470073884958836,30.381798829164794,48.004068692502905,45.57860760644466,42.18542652664218,58.70778319482286,39.65009050580096,49.93700306151507,,,,,,,,,,,
1990-09-30,39.78330933886306,31.51145475431964,50.51238939895801,48.39651955856046,42.64351111873801,58.82300946213359,41.19392119026234,49.93700306151507,,,,,,,,,,,
1990-10-31,40.71029907103077,32.19519386691337,52.41525338316534,50.45404257121647,43.018307603180034,58.765396328478225,41.57046525964318,50.315313690768974,,,,,,,,,,,
1990-11-30,41.67591337537209,33.08702749203564,54.40461118483662,52.77993815074062,42.726799226391805,58.765396328478225,42.662443060847565,50.504469005395954,,,,,,,,,,,
1990-12-31,41.946285380587646,33.05729970453157,55.78851226426013,53.674513373634525,42.726799226391805,58.53494379385674,42.73775187472372,51.30837909256049,,,,,,,,,,,
1991-01-31,42.4097802466715,33.56267209210085,56.13448753411602,53.49559832905573,42.81008733404558,58.53494379385674,44.99701629100868,53.152643410173276,,,,,,,,,,,
1991-02-28,43.105022545797276,34.305866779702725,57.04267261748768,53.808699657068594,43.10159571083382,58.880622595788964,45.86306765058458,53.814687011367596,,,,,,,,,,,
1991-03-31,44.10926142231226,35.52470606736978,57.907610792127386,54.077072223936796,43.93447678737167,59.053461996755075,47.89640562524104,53.95655349733781,,,,,,,,,,,
1991-04-30,45.49974602056378,36.62463420502057,59.032030419158964,56.000408953158704,45.72517110192807,59.629593333308804,49.47789071664051,53.76739818271087,,,,,,,,,,,
1991-05-31,45.42249687621647,36.208445179963526,59.032030419158964,56.13459523659279,45.5169508327936,59.629593333308804,49.96739800683559,54.14570881196476,,,,,,,,,,,
1991-06-30,44.959002010132636,35.55443385487387,58.85904278423106,55.01637620797538,44.97557813304398,59.22630139772117,49.10134664725966,54.14570881196476,,,,,,,,,,,
1991-07-31,44.6500054327434,35.40579491735349,57.86436388339539,53.49559832905574,44.642425702428845,58.823009462133584,48.46122172931226,54.05113115465127,,,,,,,,,,,
1991-08-31,44.34100885535417,35.19770040482497,55.91825299045609,51.93009168899139,44.68406975625573,58.70778319482285,48.00936884605527,54.003842325994555,,,,,,,,,,,
1991-09-30,43.95476313361765,34.72205580475977,55.61552462933221,51.34861779411035,44.642425702428845,58.70778319482285,47.85875121830293,53.76739818271086,,,,,,,,,,,
1991-10-31,43.4140191231865,34.15722784218236,54.534351911032566,50.58822885465053,44.18434111033303,58.53494379385673,47.06800867260321,53.10535458151652,,,,,,,,,,,
1991-11-30,42.17803281362957,32.670838466978594,53.19369774034105,49.559467348322514,42.810087334045576,57.958812457303,46.12664849915116,52.206866837038525,,,,,,,,,,,
1991-12-31,41.17379393711458,31.570910329327805,52.06927811330945,49.11217973687557,41.935562203680824,57.670746789026154,44.356891373061245,51.16651260659029,,,,,,,,,,,
1992-01-31,40.942046504072664,31.51145475431964,50.94485848627786,48.8438071700074,41.81063004220014,57.55552052171544,43.603803234299605,51.071934949276816,,,,,,,,,,,
1992-02-29,40.86479735972536,31.451999179311493,50.59888321642197,48.530705841994546,41.72734193454635,57.497907388060064,43.566148827361545,51.071934949276816,,,,,,,,,,,
1992-03-31,40.71029907103076,31.451999179311496,49.60420431558633,48.44124831970515,41.39418950393122,57.497907388060064,43.4155311996092,50.88277963464985,,,,,,,,,,,
1992-04-30,40.439927065815176,31.2141768792789,48.609525414750685,47.94923194711352,41.26925734245054,57.497907388060064,42.361207805342886,50.88277963464984,,,,,,,,,,,
1992-05-31,39.899183055384015,30.500709979181092,47.83108105757495,47.591401857955944,41.01939301948918,57.497907388060064,40.47848745843877,51.355667921217226,,,,,,,,,,,
1992-06-30,39.24256532843192,29.81697086658736,46.706661430543356,47.36775805223246,40.51966437356647,57.497907388060064,40.06428898211987,51.355667921217226,,,,,,,,,,,
1992-07-31,38.97219332321634,29.668331929066994,46.057957799563596,47.233571768798384,40.144867889124455,57.38268112074931,39.04761999479162,50.59904666270945,,,,,,,,,,,
1992-08-31,39.24256532843192,30.292615466652563,45.625488712243765,47.05465672421959,40.144867889124455,57.32506798709394,39.04761999479162,50.409891348082475,,,,,,,,,,,
1992-09-30,39.74468476668942,30.91689900423814,46.18769852575956,47.188843007653674,40.47802031973958,57.67074678902615,39.57478169192478,50.126158376142065,,,,,,,,,,,
1992-10-31,39.667435622342126,30.73853227921369,46.533673795615414,46.9651992019302,40.51966437356647,57.67074678902615,40.553796272314926,48.660204687783185,,,,,,,,,,,
1992-11-30,39.43568818930017,30.53043776668517,46.27419234322352,46.83101291849612,40.144867889124455,57.55552052171543,40.516141865376845,48.23460522987253,,,,,,,,,,,
1992-12-31,39.12669161191096,30.20343210414034,46.144451617027585,46.652097873917334,39.89500356616308,57.440294254404655,40.101943389057936,47.95087225793211,,,,,,,,,,,
1993-01-31,39.088067039737304,30.322343254156653,45.71198252970773,46.60736911277264,39.89500356616308,57.440294254404655,40.139597795996025,47.61985045733496,,,,,,,,,,,
1993-02-28,39.39706361712654,30.797987854221848,45.884970164635654,46.562640351627934,40.186511942951334,57.440294254404655,40.064288982119876,47.61985045733496,,,,,,,,,,,
1993-03-31,39.43568818930018,30.70880449170962,45.971463982099635,46.24953902361507,40.60295248122025,57.440294254404655,40.064288982119876,47.61985045733496,,,,,,,,,,,
1993-04-30,39.20394075625827,30.44125440417295,45.366007259851834,46.16008150132568,40.43637626591267,57.440294254404655,39.7630537266152,47.61985045733496,,,,,,,,,,,
1993-05-31,38.97219332321635,30.143976529132186,45.106525807459946,46.025895217891595,40.269800050605106,57.32506798709393,39.27354643642013,47.61985045733497,,,,,,,,,,,
1993-06-30,38.66319674582711,29.787243079083286,44.84704435506802,45.802251412168125,40.10322383529754,57.32506798709393,38.52045829765848,47.714428114648435,,,,,,,,,,,
1993-07-31,38.47007388495884,29.69805971657108,44.37132835901619,45.57860760644464,40.10322383529754,57.32506798709393,37.65440693808257,47.33611748539454,,,,,,,,,,,
1993-08-31,38.35420016843789,29.638604141562915,44.068599997892306,45.48915008415523,40.061579781470655,57.32506798709393,37.390826089516,46.579496226886725,,,,,,,,,,,
1993-09-30,38.276951024090586,29.549420779050696,43.98210618042834,45.48915008415523,40.01993572764374,57.32506798709393,37.390826089516,46.34305208360305,,,,,,,,,,,
1993-10-31,38.238326451916926,29.489965204042544,43.76587163676841,45.35496380072115,40.01993572764374,57.32506798709393,37.31551727563983,46.34305208360305,,,,,,,,,,,
1993-11-30,38.19970187974328,29.460237416538472,43.67937781930444,45.265506278431765,39.97829167381688,57.32506798709393,37.20255405482558,46.34305208360305,,,,,,,,,,,
1993-12-31,38.08382816322232,29.371054054026246,43.5063901843765,45.22077751728707,39.8533595123362,57.32506798709393,37.12724524094942,46.34305208360305,,,,,,,,,,,
1994-01-31,38.12245273539598,29.430509629034393,43.37664945818057,45.17604875614237,39.8533595123362,57.32506798709393,37.12724524094942,46.34305208360305,,,,,,,,,,,
1994-02-28,38.23832645191693,29.60887635405884,43.37664945818057,45.354963800721144,40.06157978147066,57.49790738806006,37.277862868701746,46.24847442628957,,,,,,,,,,,
1994-03-31,38.276951024090586,29.638604141562915,43.29015564071658,45.44442132301054,40.14486788912446,57.49790738806006,37.277862868701746,46.24847442628957,,,,,,,,,,,
1994-04-30,38.23832645191693,29.60887635405884,43.29015564071658,45.354963800721144,40.14486788912446,57.49790738806006,37.12724524094942,46.24847442628957,,,,,,,,,,,
1994-05-31,38.19970187974329,29.549420779050692,43.203661823252624,45.31023503957644,40.14486788912446,57.49790738806006,37.08959083401133,46.24847442628957,,,,,,,,,,,
1994-06-30,38.19970187974329,29.51969299154662,43.117168005788656,45.26550627843176,40.103223835297555,57.49790738806006,37.01428202013518,46.24847442628957,,,,,,,,,,,
1994-07-31,38.16107730756962,29.519692991546616,42.987427279592694,45.31023503957644,40.14486788912446,57.49790738806006,37.01428202013518,46.24847442628957,,,,,,,,,,,
1994-08-31,38.19970187974329,29.549420779050696,42.987427279592694,45.31023503957644,40.26980005060513,57.49790738806006,37.08959083401133,46.24847442628957,,,,,,,,,,,
1994-09-30,38.35420016843789,29.727787504075152,43.24690873198462,45.354963800721144,40.64459653504716,57.613133655370774,37.24020846176367,46.2957632549463,,,,,,,,,,,
1994-10-31,38.43144931278521,29.727787504075152,43.29015564071657,45.44442132301054,40.64459653504716,57.613133655370774,37.27786286870175,46.2957632549463,,,,,,,,,,,
1994-11-30,38.35420016843789,29.727787504075152,43.29015564071657,45.31023503957644,40.64459653504716,57.613133655370774,37.24020846176367,46.2957632549463,,,,,,,,,,,
1994-12-31,38.35420016843789,29.727787504075152,43.29015564071657,45.354963800721144,40.68624058887404,57.55552052171543,37.12724524094943,46.2957632549463,,,,,,,,,,,
1995-01-31,38.35420016843789,29.727787504075152,43.24690873198462,45.26550627843176,40.64459653504716,57.613133655370774,37.05193642707325,46.34305208360305,,,,,,,,,,,
1995-02-28,38.431449312785205,29.757515291579224,43.20366182325262,45.176048756142364,41.06103707331609,57.613133655370774,37.05193642707325,46.43762974091652,,,,,,,,,,,
1995-03-31,38.50869845713251,29.81697086658737,43.24690873198462,45.041862472708274,41.227613288623665,57.613133655370774,37.20255405482559,46.532207398229986,,,,,,,,,,,
1995-04-30,38.58594760147982,29.935882016603674,43.419896366912546,45.041862472708274,41.35254545010432,57.613133655370774,37.27786286870175,46.815940370170416,,,,,,,,,,,
1995-05-31,38.547323029306156,29.81697086658737,43.419896366912546,44.99713371156359,41.18596923479676,57.613133655370774,37.24020846176367,46.7686515415137,,,,,,,,,,,
1995-06-30,38.547323029306156,29.816970866587372,43.246908731984625,44.952404950418874,41.227613288623665,57.613133655370774,37.27786286870175,46.7686515415137,,,,,,,,,,,
